"","player_name","position","date_of_birth","age","nationality","club_name","league_name","season","year","first_name","second_name","goals_scored","assists","total_points","minutes.played","goals_conceded","creativity","influence","threat","bonus","bps","ict_index","clean_sheets","red_cards","yellow_cards","selected_by_percent","position_index","fpl_to_game"
"346","Giedrius Arlauskis","Goalkeeper","1987-12-01T00:00:00Z",28,"Lithuania","Watford FC","Premier League","2016/2017",2016,"Giedrius","Arlauskis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"347","Heurelho Gomes","Goalkeeper","1981-02-15T00:00:00Z",35,"Brazil","Watford FC","Premier League","2016/2017",2016,"Heurelho","Gomes",0,0,113,3337,64,10,834.4,0,6,681,84.4,7,0,1,1.7,"1",3.04764758765358
"348","Rene Gilmartin","Goalkeeper","1987-05-31T00:00:00Z",29,"Ireland","Watford FC","Premier League","2016/2017",2016,"Rene","Gilmartin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"349","Christian Kabasele","Centre-Back","1991-02-24T00:00:00Z",25,"Belgium","Watford FC","Premier League","2016/2017",2016,"Christian","Kabasele",2,0,35,771,15,49.1,200.4,166,1,143,41.7,1,0,1,0,"2",4.08560311284047
"350","Sebastian Prödl","Centre-Back","1987-06-21T00:00:00Z",29,"Austria","Watford FC","Premier League","2016/2017",2016,"Sebastian","Prödl",1,2,67,2770,49,111.3,624,302,3,441,103.8,5,1,10,0.8,"2",2.17689530685921
"351","Craig Cathcart","Centre-Back","1989-02-06T00:00:00Z",27,"Northern Ireland","Watford FC","Premier League","2016/2017",2016,"Craig","Cathcart",0,1,31,1162,21,61.7,225.2,45,3,183,33.2,2,0,3,0.2,"2",2.40103270223752
"352","Miguel Britos","Centre-Back","1985-07-17T00:00:00Z",30,"Uruguay","Watford FC","Premier League","2016/2017",2016,"Miguel","Britos",1,2,71,2280,36,96.7,531.2,280,8,413,90.9,6,2,6,0.7,"2",2.80263157894737
"353","Adrian Mariappa","Centre-Back","1986-10-03T00:00:00Z",29,"Jamaica","Watford FC","Premier League","2016/2017",2016,"Adrian","Mariappa",0,0,15,562,13,12.7,162.6,26,3,121,20.1,1,0,0,0.4,"2",2.40213523131673
"354","Tommie Hoban","Centre-Back","1994-01-24T00:00:00Z",22,"Ireland","Watford FC","Premier League","2016/2017",2016,"Tommie","Hoban",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"2",NA
"355","Charlie Rowan","Centre-Back","1997-12-14T00:00:00Z",18,"England","Watford FC","Premier League","2016/2017",2016,"Charlie","Rowan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"356","José Holebas","Left-Back","1984-06-27T00:00:00Z",32,"Greece","Watford FC","Premier League","2016/2017",2016,"José","Holebas",2,4,87,2905,61,567.6,666.8,211,9,547,144.6,7,0,14,3,"2",2.69535283993115
"357","Brandon Mason","Left-Back","1997-09-30T00:00:00Z",18,"England","Watford FC","Premier League","2016/2017",2016,"Brandon","Mason",0,0,1,113,5,0.8,11.4,0,0,13,1.2,0,0,0,0.1,"2",0.79646017699115
"358","Daryl Janmaat","Right-Back","1989-07-22T00:00:00Z",26,"Netherlands","Watford FC","Premier League","2016/2017",2016,"Daryl","Janmaat",2,1,50,1614,33,222.3,309.4,254,0,261,78.8,2,0,2,0.2,"2",2.78810408921933
"359","Juan Carlos Paredes","Right-Back","1987-07-08T00:00:00Z",28,"Ecuador","Watford FC","Premier League","2016/2017",2016,"Juan Carlos","Paredes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,"2",NA
"360","Andrew Eleftheriou","Right-Back","1997-11-08T00:00:00Z",18,"England","Watford FC","Premier League","2016/2017",2016,"Andrew","Eleftheriou",0,0,0,52,2,0.8,5.2,0,0,4,0.6,0,0,0,0,"2",0
"361","Carl Stewart","Midfielder","1997-05-02T00:00:00Z",19,"England","Watford FC","Premier League","2016/2017",2016,"Carl","Stewart",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"362","Brice Dja Djédjé","Defensive Midfield","1990-12-23T00:00:00Z",25,"Cote d'Ivoire","Watford FC","Premier League","2016/2017",2016,"Brice","Dja Djédjé",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"363","Valon Behrami","Defensive Midfield","1985-04-19T00:00:00Z",31,"Switzerland","Watford FC","Premier League","2016/2017",2016,"Valon","Behrami",0,0,48,2030,39,101.9,208.2,24,0,258,33.6,5,0,7,0.2,"3",2.12807881773399
"364","Tom Cleverley","Central Midfield","1989-08-12T00:00:00Z",26,"England","Watford FC","Premier League","2016/2017",2016,"Tom","Cleverley",0,3,55,1848,40,438.1,255.2,93,0,294,78.7,3,0,4,0.1,"3",2.67857142857143
"365","Mario Suárez","Central Midfield","1987-02-24T00:00:00Z",29,"Spain","Watford FC","Premier League","2016/2017",2016,"Mario","Suárez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"3",NA
"366","Abdoulaye Doucouré","Central Midfield","1993-01-01T00:00:00Z",23,"France","Watford FC","Premier League","2016/2017",2016,"Abdoulaye","Doucouré",1,0,38,1352,32,178.2,179.4,254,0,226,61.1,4,0,4,0,"3",2.52958579881657
"367","Ben Watson","Central Midfield","1985-07-09T00:00:00Z",30,"England","Watford FC","Premier League","2016/2017",2016,"Ben","Watson",0,0,1,54,2,1.3,5.6,0,0,6,0.6,0,1,0,0.6,"3",1.66666666666667
"368","Adlène Guédioura","Central Midfield","1985-11-12T00:00:00Z",30,"Algeria","Watford FC","Premier League","2016/2017",2016,"Adlène","Guédioura",0,1,26,861,20,169.2,123.6,100,0,131,38.7,0,0,2,0.1,"3",2.71777003484321
"369","Roberto Pereyra","Left Midfield","1991-01-07T00:00:00Z",25,"Argentina","Watford FC","Premier League","2016/2017",2016,"Roberto","Pereyra",2,3,43,1036,17,239.3,168,141,2,186,54.7,3,1,2,0.2,"3",3.73552123552124
"370","Ikechi Anya","Left Midfield","1988-01-03T00:00:00Z",28,"Scotland","Watford FC","Premier League","2016/2017",2016,"Ikechi","Anya",0,0,1,10,0,0,0,0,0,3,0,0,0,0,0,"3",9
"371","Michael Folivi","Forward","1998-02-25T00:00:00Z",18,"England","Watford FC","Premier League","2016/2017",2016,"Michael","Folivi",0,0,1,10,0,0.1,0,0,0,2,0,0,0,0,0,"5",9
"372","Nordin Amrabat","Left Winger","1987-03-31T00:00:00Z",29,"Morocco","Watford FC","Premier League","2016/2017",2016,"Nordin","Amrabat",0,3,65,2091,51,494.3,282.4,368,5,263,113.9,4,0,4,0.1,"4",2.79770444763271
"373","Isaac Success","Left Winger","1996-01-07T00:00:00Z",20,"Nigeria","Watford FC","Premier League","2016/2017",2016,"Isaac","Success",1,1,28,519,9,96.7,146.2,225,0,87,46.8,1,0,2,0,"4",4.85549132947977
"374","Dion Pereira","Left Winger","1999-03-25T00:00:00Z",17,"England","Watford FC","Premier League","2016/2017",2016,"Dion","Pereira",0,0,2,25,1,14.6,4.2,4,0,6,2.3,0,0,0,0,"4",7.2
"375","Steven Berghuis","Right Winger","1991-12-19T00:00:00Z",24,"Netherlands","Watford FC","Premier League","2016/2017",2016,"Steven","Berghuis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",NA
"376","Mauro Zárate","Second Striker","1987-03-18T00:00:00Z",29,"Argentina","Watford FC","Premier League","2016/2017",2016,"Mauro","Zárate",0,1,8,204,3,52.8,18.8,71,0,27,14.3,0,0,0,0,"5",3.52941176470588
"377","Odion Ighalo","Centre-Forward","1989-06-16T00:00:00Z",27,"Nigeria","Watford FC","Premier League","2016/2017",2016,"Odion","Ighalo",1,1,39,1291,29,173.8,93.6,440,2,84,70,2,0,1,2.4,"5",2.71882261812548
"378","M'Baye Niang","Centre-Forward","1994-12-19T00:00:00Z",21,"Senegal","Watford FC","Premier League","2016/2017",2016,"M'Baye","Niang",2,2,49,1246,27,186.3,190,364,6,183,73.4,3,0,2,0.4,"5",3.53932584269663
"379","Troy Deeney","Centre-Forward","1988-06-29T00:00:00Z",28,"England","Watford FC","Premier League","2016/2017",2016,"Troy","Deeney",10,4,130,2944,52,555.9,617.4,900,18,441,206.8,6,0,7,4.8,"5",3.9741847826087
"380","Stefano Okaka","Centre-Forward","1989-08-09T00:00:00Z",26,"Italy","Watford FC","Premier League","2016/2017",2016,"Stefano","Okaka",4,0,43,959,23,179.6,197.6,494,3,157,87.1,2,0,5,0.1,"5",4.03545359749739
"381","Matej Vydra","Centre-Forward","1992-05-01T00:00:00Z",24,"Czech Republic","Watford FC","Premier League","2016/2017",2016,"Matej","Vydra",0,0,1,3,0,0.3,0,0,0,3,0,0,0,0,0.3,"5",30
"382","Jerome Sinclair","Centre-Forward","1996-09-20T00:00:00Z",19,"England","Watford FC","Premier League","2016/2017",2016,"Jerome","Sinclair",0,0,6,116,1,14.3,1,22,0,11,3.5,0,0,0,0.2,"5",4.6551724137931
"383","Ron-Robert Zieler","Goalkeeper","1989-02-12T00:00:00Z",27,"Germany","Leicester City","Premier League","2016/2017",2016,"Ron-Robert","Zieler",0,0,17,754,16,0,136,2,0,119,13.9,1,0,0,0.3,"1",2.02917771883289
"384","Kasper Schmeichel","Goalkeeper","1986-11-05T00:00:00Z",29,"Denmark","Leicester City","Premier League","2016/2017",2016,"Kasper","Schmeichel",0,0,109,2666,47,0,757.4,0,10,585,75.8,8,0,1,6,"1",3.67966991747937
"385","Ben Hamer","Goalkeeper","1987-11-20T00:00:00Z",28,"England","Leicester City","Premier League","2016/2017",2016,"Ben","Hamer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"386","Robert Huth","Centre-Back","1984-08-18T00:00:00Z",31,"Germany","Leicester City","Premier League","2016/2017",2016,"Robert","Huth",2,2,88,2926,49,69.4,701,477,1,479,124.9,9,0,9,1.8,"2",2.70676691729323
"387","Yohan Benalouane","Centre-Back","1987-03-28T00:00:00Z",29,"Tunisia","Leicester City","Premier League","2016/2017",2016,"Yohan","Benalouane",0,0,27,917,15,22,158.2,54,0,156,23.6,4,0,4,1,"2",2.64994547437296
"388","Luis Hernández","Centre-Back","1989-04-14T00:00:00Z",27,"Spain","Leicester City","Premier League","2016/2017",2016,"Luis","Hernández",0,0,3,327,8,62,57.6,0,0,50,12,0,0,1,0.3,"2",0.825688073394495
"389","Wes Morgan","Centre-Back","1984-01-21T00:00:00Z",32,"Jamaica","Leicester City","Premier League","2016/2017",2016,"Wes","Morgan",1,1,63,2430,45,48.4,480,284,0,360,81.4,5,0,3,10.3,"2",2.33333333333333
"390","Molla Wagué","Centre-Back","1991-02-21T00:00:00Z",25,"Mali","Leicester City","Premier League","2016/2017",2016,"Molla","Wagué",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"391","Marcin Wasilewski","Centre-Back","1980-06-09T00:00:00Z",36,"Poland","Leicester City","Premier League","2016/2017",2016,"Marcin","Wasilewski",0,0,1,90,2,0.3,10.8,0,0,10,1.1,0,0,0,1.8,"2",1
"392","Elliott Moore","Centre-Back","1997-03-16T00:00:00Z",19,"England","Leicester City","Premier League","2016/2017",2016,"Elliott","Moore",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"393","Christian Fuchs","Left-Back","1986-04-07T00:00:00Z",30,"Austria","Leicester City","Premier League","2016/2017",2016,"Christian","Fuchs",2,4,104,3103,57,536.4,802,152,10,679,149.4,8,0,10,5.7,"2",3.01643570737995
"394","Danny Simpson","Right-Back","1987-01-04T00:00:00Z",29,"England","Leicester City","Premier League","2016/2017",2016,"Danny","Simpson",0,3,85,2988,50,199,531.2,50,4,529,77.9,9,0,12,2.1,"2",2.56024096385542
"395","Nampalys Mendy","Defensive Midfield","1992-06-23T00:00:00Z",24,"France","Leicester City","Premier League","2016/2017",2016,"Nampalys","Mendy",0,0,6,269,5,24.9,16.8,0,0,26,4,1,0,1,0.3,"3",2.00743494423792
"396","Daniel Amartey","Defensive Midfield","1994-12-21T00:00:00Z",21,"Ghana","Leicester City","Premier League","2016/2017",2016,"Daniel","Amartey",1,1,53,1673,35,204,254.4,109,3,262,57,4,0,3,0.2,"3",2.85116557083084
"397","Wilfred Ndidi","Defensive Midfield","1996-12-16T00:00:00Z",19,"Nigeria","Leicester City","Premier League","2016/2017",2016,"Wilfred","Ndidi",2,3,59,1521,28,93.8,313.6,357,2,288,76.4,4,0,0,0.7,"3",3.49112426035503
"398","Andy King","Central Midfield","1988-10-29T00:00:00Z",27,"Wales","Leicester City","Premier League","2016/2017",2016,"Andy","King",1,0,41,1446,26,122.7,258.4,167,1,217,54.9,1,0,4,0.2,"3",2.55186721991701
"399","Marc Albrighton","Right Midfield","1989-11-18T00:00:00Z",26,"England","Leicester City","Premier League","2016/2017",2016,"Marc","Albrighton",2,6,95,2412,47,719.8,483.8,272,3,468,147.6,8,0,5,2.5,"3",3.54477611940298
"400","Jeffrey Schlupp","Left Midfield","1992-12-23T00:00:00Z",23,"Ghana","Leicester City","Premier League","2016/2017",2016,"Jeffrey","Schlupp",0,2,47,1139,17,100.4,214.2,65,4,237,38.1,3,0,0,0.3,"3",3.71378402107112
"401","Bartosz Kapustka","Attacking Midfield","1996-12-23T00:00:00Z",19,"Poland","Leicester City","Premier League","2016/2017",2016,"Bartosz","Kapustka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"4",NA
"402","Demarai Gray","Left Winger","1996-06-28T00:00:00Z",20,"England","Leicester City","Premier League","2016/2017",2016,"Demarai","Gray",1,4,58,1049,20,268.8,220.4,233,0,210,72.2,4,0,2,0.5,"4",4.97616777883699
"403","Riyad Mahrez","Right Winger","1991-02-21T00:00:00Z",25,"Algeria","Leicester City","Premier League","2016/2017",2016,"Riyad","Mahrez",6,4,120,2826,48,802.1,573,898,9,437,227.8,9,0,4,8.2,"4",3.82165605095541
"404","Ahmed Musa","Centre-Forward","1992-10-14T00:00:00Z",23,"Nigeria","Leicester City","Premier League","2016/2017",2016,"Ahmed","Musa",2,0,39,761,20,120.8,132.6,232,5,131,47.7,1,0,1,3,"5",4.61235216819974
"405","Jamie Vardy","Centre-Forward","1987-01-11T00:00:00Z",29,"England","Leicester City","Premier League","2016/2017",2016,"Jamie","Vardy",13,8,161,2801,57,450.4,629.8,955,24,555,202.5,7,1,2,13.9,"5",5.17315244555516
"406","Islam Slimani","Centre-Forward","1988-06-18T00:00:00Z",28,"Algeria","Leicester City","Premier League","2016/2017",2016,"Islam","Slimani",7,4,83,1281,23,268.4,338.2,516,9,271,111.3,5,0,1,0.6,"5",5.83138173302108
"407","Shinji Okazaki","Centre-Forward","1986-04-16T00:00:00Z",30,"Japan","Leicester City","Premier League","2016/2017",2016,"Shinji","Okazaki",3,1,63,1565,26,262,181.2,471,3,220,90.4,7,0,1,1.6,"5",3.62300319488818
"408","Leonardo Ulloa","Centre-Forward","1986-07-26T00:00:00Z",29,"Argentina","Leicester City","Premier League","2016/2017",2016,"Leonardo","Ulloa",1,0,24,447,5,55.7,60.8,262,1,56,37.4,2,0,0,0.1,"5",4.83221476510067
"409","Lukasz Fabianski","Goalkeeper","1985-04-18T00:00:00Z",31,"Poland","Swansea City","Premier League","2016/2017",2016,"Lukasz","Fabianski",0,0,116,3330,69,0.1,780.4,0,8,650,78.1,8,0,1,3.6,"1",3.13513513513514
"410","Kristoffer Nordfeldt","Goalkeeper","1989-06-23T00:00:00Z",27,"Sweden","Swansea City","Premier League","2016/2017",2016,"Kristoffer","Nordfeldt",0,0,3,90,1,0,24.8,0,0,12,2.5,0,0,0,3.4,"1",3
"411","Gerhard Tremmel","Goalkeeper","1978-11-16T00:00:00Z",37,"Germany","Swansea City","Premier League","2016/2017",2016,"Gerhard","Tremmel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"412","Federico Fernández","Centre-Back","1989-02-21T00:00:00Z",27,"Argentina","Swansea City","Premier League","2016/2017",2016,"Federico","Fernández",0,1,63,2430,41,38.2,579.4,206,4,435,82.9,6,0,7,1.9,"2",2.33333333333333
"413","Jordi Amat","Centre-Back","1992-03-21T00:00:00Z",24,"Spain","Swansea City","Premier League","2016/2017",2016,"Jordi","Amat",0,0,21,1409,36,29.2,332.2,106,0,237,46.8,2,0,5,7.4,"2",1.34137686302342
"414","Mike van der Hoorn","Centre-Back","1992-10-15T00:00:00Z",23,"Netherlands","Swansea City","Premier League","2016/2017",2016,"Mike","van der Hoorn",1,0,16,662,20,1.2,191.6,50,0,125,24.3,1,0,1,0.2,"2",2.17522658610272
"415","Alfie Mawson","Centre-Back","1994-01-19T00:00:00Z",22,"England","Swansea City","Premier League","2016/2017",2016,"Alfie","Mawson",4,0,94,2430,45,62,678,302,9,541,104.2,7,0,1,1.9,"2",3.48148148148148
"416","Neil Taylor","Left-Back","1989-02-07T00:00:00Z",27,"Wales","Swansea City","Premier League","2016/2017",2016,"Neil","Taylor",0,1,22,920,26,84.1,149.2,12,0,160,24.6,2,0,1,0.1,"2",2.15217391304348
"417","Franck Tabanou","Left-Back","1989-01-30T00:00:00Z",27,"France","Swansea City","Premier League","2016/2017",2016,"Franck","Tabanou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"418","Martin Olsson","Left-Back","1988-05-17T00:00:00Z",28,"Sweden","Swansea City","Premier League","2016/2017",2016,"Martin","Olsson",2,0,52,1252,18,149.5,262,114,3,234,52.6,4,0,2,0.8,"2",3.73801916932907
"419","Stephen Kingsley","Left-Back","1994-07-23T00:00:00Z",21,"Scotland","Swansea City","Premier League","2016/2017",2016,"Stephen","Kingsley",0,0,29,1036,20,106.8,140.2,15,2,192,26.2,3,0,0,8.9,"2",2.51930501930502
"420","Kyle Naughton","Right-Back","1988-11-11T00:00:00Z",27,"England","Swansea City","Premier League","2016/2017",2016,"Kyle","Naughton",1,0,82,2714,48,407.5,589,216,7,528,121.3,8,0,5,2.1,"2",2.71923360353721
"421","Connor Roberts","Right-Back","1995-09-23T00:00:00Z",20,"Wales","Swansea City","Premier League","2016/2017",2016,"Connor","Roberts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"422","Jack Cork","Defensive Midfield","1989-06-25T00:00:00Z",27,"England","Swansea City","Premier League","2016/2017",2016,"Jack","Cork",0,1,50,2232,51,222,331.2,168,0,348,71.6,3,0,7,0.1,"3",2.01612903225806
"423","Leroy Fer","Central Midfield","1990-01-05T00:00:00Z",26,"Netherlands","Swansea City","Premier League","2016/2017",2016,"Leroy","Fer",6,2,95,2405,49,333.9,507.6,443,5,429,128.3,4,0,9,4.6,"3",3.55509355509356
"424","Tom Carroll","Central Midfield","1992-05-28T00:00:00Z",24,"England","Swansea City","Premier League","2016/2017",2016,"Tom","Carroll",1,2,52,1389,18,268.2,253.8,86,4,243,61,5,0,1,2.6,"3",3.36933045356372
"425","Leon Britton","Central Midfield","1982-09-16T00:00:00Z",33,"England","Swansea City","Premier League","2016/2017",2016,"Leon","Britton",0,0,32,1163,24,72.8,127.8,10,0,200,21.2,5,0,3,0.1,"3",2.47635425623388
"426","Jay Fulton","Central Midfield","1994-04-04T00:00:00Z",22,"Scotland","Swansea City","Premier League","2016/2017",2016,"Jay","Fulton",0,0,19,690,15,53.3,85.4,47,0,92,18.7,3,0,2,0,"3",2.47826086956522
"427","Gylfi Sigurdsson","Attacking Midfield","1989-09-08T00:00:00Z",26,"Iceland","Swansea City","Premier League","2016/2017",2016,"Gylfi","Sigurdsson",9,13,181,3327,70,1302.7,905.4,1074,18,684,328.3,7,0,2,10.8,"4",4.89630297565374
"428","Jefferson Montero","Left Winger","1989-09-01T00:00:00Z",26,"Ecuador","Swansea City","Premier League","2016/2017",2016,"Jefferson","Montero",0,1,18,380,9,134.3,82.4,99,0,76,31.5,0,0,0,0.1,"4",4.26315789473684
"429","Wayne Routledge","Left Winger","1985-01-07T00:00:00Z",31,"England","Swansea City","Premier League","2016/2017",2016,"Wayne","Routledge",3,2,74,1917,42,428.5,273.2,355,2,228,105.5,5,0,1,0.3,"4",3.47417840375587
"430","Daniel James","Left Winger","1997-11-10T00:00:00Z",18,"Wales","Swansea City","Premier League","2016/2017",2016,"Daniel","James",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",NA
"431","Luciano Narsingh","Right Winger","1990-09-13T00:00:00Z",25,"Netherlands","Swansea City","Premier League","2016/2017",2016,"Luciano","Narsingh",0,3,25,416,8,105.7,74.4,60,0,75,23.9,1,0,0,0,"4",5.40865384615385
"432","Nathan Dyer","Right Winger","1987-11-29T00:00:00Z",28,"England","Swansea City","Premier League","2016/2017",2016,"Nathan","Dyer",0,1,12,214,11,57.5,40,48,0,47,14.6,0,0,0,0.1,"4",5.04672897196262
"433","Modou Barrow","Right Winger","1992-10-13T00:00:00Z",23,"The Gambia","Swansea City","Premier League","2016/2017",2016,"Modou","Barrow",0,2,34,1145,23,332.7,153.6,223,0,136,70.5,4,0,1,0.6,"4",2.67248908296943
"434","Bafétimbi Gomis","Centre-Forward","1985-08-06T00:00:00Z",30,"France","Swansea City","Premier League","2016/2017",2016,"Bafétimbi","Gomis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",NA
"435","Fernando Llorente","Centre-Forward","1985-02-26T00:00:00Z",31,"Spain","Swansea City","Premier League","2016/2017",2016,"Fernando","Llorente",15,3,146,2442,51,489.6,639.8,1086,22,512,220.3,5,0,2,9.4,"5",5.38083538083538
"436","Jordan Ayew","Centre-Forward","1991-09-11T00:00:00Z",24,"Ghana","Swansea City","Premier League","2016/2017",2016,"Jordan","Ayew",1,4,39,867,7,122.5,141,219,2,122,47.9,5,0,1,0.6,"5",4.04844290657439
"437","Borja Bastón","Centre-Forward","1992-08-25T00:00:00Z",23,"Spain","Swansea City","Premier League","2016/2017",2016,"Borja","Bastón",1,2,32,561,11,91.9,59,190,1,83,33.1,1,0,0,0,"5",5.13368983957219
"438","Marvin Emnes","Centre-Forward","1988-05-27T00:00:00Z",28,"Netherlands","Swansea City","Premier League","2016/2017",2016,"Marvin","Emnes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,"5",NA
"439","Oliver McBurnie","Centre-Forward","1996-06-04T00:00:00Z",20,"Scotland","Swansea City","Premier League","2016/2017",2016,"Oliver","McBurnie",0,0,5,82,5,33,8,39,0,17,8,0,0,0,0.1,"5",5.48780487804878
"440","David Marshall","Goalkeeper","1985-03-05T00:00:00Z",31,"Scotland","Hull City","Premier League","2016/2017",2016,"David","Marshall",0,0,32,1440,44,0.3,423,0,0,262,42.3,0,0,0,0.1,"1",2
"441","Allan McGregor","Goalkeeper","1982-01-31T00:00:00Z",34,"Scotland","Hull City","Premier League","2016/2017",2016,"Allan","McGregor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA
"442","Dusan Kuciak","Goalkeeper","1985-05-21T00:00:00Z",31,"Slovakia","Hull City","Premier League","2016/2017",2016,"Dusan","Kuciak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"1",NA
"443","Eldin Jakupovic","Goalkeeper","1984-10-02T00:00:00Z",31,"Switzerland","Hull City","Premier League","2016/2017",2016,"Eldin","Jakupovic",0,0,86,1980,36,0.3,554.2,4,7,431,55.8,5,0,0,21.9,"1",3.90909090909091
"444","Andrea Ranocchia","Centre-Back","1988-02-16T00:00:00Z",28,"Italy","Hull City","Premier League","2016/2017",2016,"Andrea","Ranocchia",2,2,55,1330,31,39,444.4,158,9,299,64.2,3,0,2,1.3,"2",3.7218045112782
"445","Curtis Davies","Centre-Back","1985-03-15T00:00:00Z",31,"England","Hull City","Premier League","2016/2017",2016,"Curtis","Davies",0,2,38,2135,53,33,644.6,128,3,368,80.5,1,0,4,1.3,"2",1.60187353629977
"446","Michael Dawson","Centre-Back","1983-11-18T00:00:00Z",32,"England","Hull City","Premier League","2016/2017",2016,"Michael","Dawson",3,0,46,1722,44,46.3,573.6,236,4,311,85.5,1,0,4,0.5,"2",2.40418118466899
"447","Harry Maguire","Centre-Back","1993-03-05T00:00:00Z",23,"England","Hull City","Premier League","2016/2017",2016,"Harry","Maguire",2,3,71,2307,53,157.2,707.6,439,5,483,130.6,4,0,5,0.8,"2",2.76983094928479
"448","Alex Bruce","Centre-Back","1984-09-28T00:00:00Z",31,"Northern Ireland","Hull City","Premier League","2016/2017",2016,"Alex","Bruce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"2",NA
"449","Andrew Robertson","Left-Back","1994-03-11T00:00:00Z",22,"Scotland","Hull City","Premier League","2016/2017",2016,"Andrew","Robertson",1,2,73,2736,59,352.8,502.6,100,4,488,95.6,5,0,5,1.9,"2",2.40131578947368
"450","Josh Tymon","Left-Back","1999-05-22T00:00:00Z",17,"England","Hull City","Premier League","2016/2017",2016,"Josh","Tymon",0,0,9,323,8,20.5,40.2,2,0,57,6.4,1,0,1,0.3,"2",2.5077399380805
"451","Omar Elabdellaoui","Right-Back","1991-12-05T00:00:00Z",24,"Norway","Hull City","Premier League","2016/2017",2016,"Omar","Elabdellaoui",0,0,13,615,16,70.4,84.6,8,0,111,16.4,1,0,0,0,"2",1.90243902439024
"452","Moses Odubajo","Right-Back","1993-07-28T00:00:00Z",22,"England","Hull City","Premier League","2016/2017",2016,"Moses","Odubajo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA
"453","Ahmed Elmohamady","Right-Back","1987-09-09T00:00:00Z",28,"Egypt","Hull City","Premier League","2016/2017",2016,"Ahmed","Elmohamady",0,2,62,2523,63,428.6,464.4,108,1,428,99.9,3,1,3,0.2,"2",2.21165279429251
"454","Brian Lenihan","Right-Back","1994-06-08T00:00:00Z",22,"Ireland","Hull City","Premier League","2016/2017",2016,"Brian","Lenihan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,"2",NA
"455","Josh Clackstone","Right-Back","1996-09-18T00:00:00Z",19,"England","Hull City","Premier League","2016/2017",2016,"Josh","Clackstone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,"2",NA
"456","Tom Huddlestone","Defensive Midfield","1986-12-28T00:00:00Z",29,"England","Hull City","Premier League","2016/2017",2016,"Tom","Huddlestone",1,2,62,2025,47,300.3,344.4,130,5,348,77.6,4,1,5,0.2,"3",2.75555555555556
"457","Jake Livermore","Defensive Midfield","1989-11-14T00:00:00Z",26,"England","Hull City","Premier League","2016/2017",2016,"Jake","Livermore",1,1,77,2970,62,323.5,556.4,283,2,458,116.5,4,1,5,0.1,"3",2.33333333333333
"458","Alfred N'Diaye","Defensive Midfield","1990-03-06T00:00:00Z",26,"Senegal","Hull City","Premier League","2016/2017",2016,"Alfred","N'Diaye",1,0,34,1273,30,98.3,158.8,137,2,177,39.1,4,0,7,0.8,"3",2.4037706205813
"459","Ryan Mason","Central Midfield","1991-06-13T00:00:00Z",25,"England","Hull City","Premier League","2016/2017",2016,"Ryan","Mason",1,0,26,927,27,149.6,116,137,0,126,39.8,0,0,4,0,"3",2.52427184466019
"460","Markus Henriksen","Central Midfield","1992-07-25T00:00:00Z",23,"Norway","Hull City","Premier League","2016/2017",2016,"Markus","Henriksen",0,0,20,638,13,62.9,52.4,60,0,75,17.4,0,0,1,0,"3",2.82131661442006
"461","David Meyler","Central Midfield","1989-05-29T00:00:00Z",27,"Ireland","Hull City","Premier League","2016/2017",2016,"David","Meyler",1,0,33,962,23,123.6,164.6,81,0,179,37.1,2,0,2,0.2,"3",3.08731808731809
"462","Daniel Batty","Central Midfield","1997-12-10T00:00:00Z",18,"England","Hull City","Premier League","2016/2017",2016,"Daniel","Batty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
"463","Greg Olley","Right Midfield","1996-02-02T00:00:00Z",20,"England","Hull City","Premier League","2016/2017",2016,"Greg","Olley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA
